?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0000352>	"Portion of tissue which is located between the glomerular layer and internal cellular layer of the olfactory bulb, and contains large mitral cells whose efferent axons form most of the lateral and medial olfactory tracts. From Neuroanatomy of the Zebrafish Brain."	"TAO:0000352"
<http://purl.obolibrary.org/obo/ZFA_0000332>	"Endochondral bone that articulates dorsally with the scapula and with the mesocoracoid when the latter is present, posteriorly with the lower two or three proximal radials and antero-ventrally with the cleithrum.  The coracoid develops from the scapulo-coracoid cartilage. The coracoid is paired."	"TAO:0000332"
<http://purl.obolibrary.org/obo/ZFA_0005922>	"Groups of migratory muscle precursor that migrate from a conserved origination in concerted manner along stereotyped path."	
<http://purl.obolibrary.org/obo/ZFA_0000178>	"Portion of the fish's body that is posterior to the vent and anterior to the caudal fin."	"TAO:0000178"
<http://purl.obolibrary.org/obo/ZFA_0001272>	"The dorsal portion of the first pharyngeal arch, comprising the upper jaw."	"TAO:0001272"
<http://purl.obolibrary.org/obo/ZFA_0005967>	"An epithelial structure located anterior to the gill filaments and connected to the eye via the ophthalmic artery. It arises from mandibular arch neural crest-derived mesenchyme and first pouch endodermal epithelia. The pseudobranch appears as a small bud behind the eye at 4dpf. At 17 dpf, the pseudobranch is composed of five distinct filaments that resemble the primary gill filaments, with the five filaments merging to form a single pseudobranch by adult stages (90 dpf).  The pseudobranch is not exposed to the outside environment unlike the gills.  The pseudobranch may regulate ocular blood pressure and/or have an endocrine function."	
<http://purl.obolibrary.org/obo/ZFA_0005253>	"Simple squamous epithelium that lines the capsule of the renal glomerulus."	"TAO:0005253"
<http://purl.obolibrary.org/obo/ZFA_0005271>	"A muscle that decrease the angle of a joint."	"TAO:0005271"
<http://purl.obolibrary.org/obo/ZFA_0001428>	"The highly folded olfactory epithelium."	"TAO:0001428"
<http://purl.obolibrary.org/obo/ZFA_0005078>	"Projects rostrally and dorsally from the AMCtA to irrigate the midportion of the midbrain."	"TAO:0005078"
<http://purl.obolibrary.org/obo/ZFA_0009399>	"An epithelial cell of the intestine."	"CL:0002563"
<http://purl.obolibrary.org/obo/ZFA_0005226>	"Lip that covers the upper portion of the mouth."	"TAO:0001970"
<http://purl.obolibrary.org/obo/ZFA_0000366>	"Hindbrain nucleus that provides descending innervation to the brainstem and spinal cord.  Early in development the inferior raphe nucleus emits rostrally and caudally directed projections. However, in the adult, the long projections inferior raphe nucleus are restricted to posterior."	"TAO:0000366"
<http://purl.obolibrary.org/obo/ZFA_0001479>	"Cranial nerves that carry afferent and efferent fibers for the lateral line system."	"TAO:0001479"
<http://purl.obolibrary.org/obo/ZFA_0009381>		
<http://purl.obolibrary.org/obo/ZFA_0005588>	"Developing nephron with a comma shaped appearance."	
<http://purl.obolibrary.org/obo/ZFA_0009020>	"A stem cell that can give rise to mulitple lineages of cells."	"CL:0000048 TAO:0009020"
<http://purl.obolibrary.org/obo/ZFA_0009078>		"CL:0000131 TAO:0009078"
<http://purl.obolibrary.org/obo/ZFA_0000071>	"Embryonic structure that is a local accumulation of cells along the germ ring.  The shield marks the dorsal side of the embryo."	"TAO:0000071"
<http://purl.obolibrary.org/obo/ZFA_0005732>	"Cranial motor neurons are found in the hindbrain, and innervate parasympathetic neurons that innervate tear glands, sweat glands, and the smooth muscles and glands of the pulmonary, cardiovascular, and gastrointestinal systems."	"CL:0005025"
<http://purl.obolibrary.org/obo/ZFA_0001196>		"TAO:0001196"
<http://purl.obolibrary.org/obo/ZFA_0000765>	"Floor plate that is part of the rhombomere 8."	"TAO:0000765"
<http://purl.obolibrary.org/obo/ZFA_0001063>		"TAO:0001063"
<http://purl.obolibrary.org/obo/ZFA_0009228>	"A cell found throughout the gastrointestinal tract and in the pancreas. They secrete somatostatin in both an endocrine and paracrine manner. Somatostatin inhibits gastrin, cholecystokinin, insulin, glucagon, pancreatic enzymes, and gastric hydrochloric acid. A variety of substances which inhibit gastric acid secretion (vasoactive intestinal peptide, calcitonin gene-related peptide, cholecystokinin, beta-adrenergic agonists, and gastric inhibitory peptide) are thought to act by releasing somatostatin."	"TAO:0009228 CL:0000502"
<http://purl.obolibrary.org/obo/ZFA_0000966>	"A muscle cell that is small, darkly colored, with high lipid and mitochondrial content. Slow muscle cells are located superficial to the fast muscle cell in the myotome of somite 18."	"TAO:0000966"
<http://purl.obolibrary.org/obo/ZFA_0007050>	"Dorsal subdivision of the putative mandibular muscle plate. Splits into the dilatator operculi and the levator arcus palatini."	"TAO:0007050"
<http://purl.obolibrary.org/obo/ZFA_0001072>	"Portion of tissue formed form thyroid follicle cells that forms along the midline in pharyngeal mesenchyme.  The follicles are not encapsulated by connective tissue."	"TAO:0001072"
<http://purl.obolibrary.org/obo/ZFA_0005599>	"A cell that secretes ghrelin, the peptide hormone that stimulates hunger."	"CL:0005018"
<http://purl.obolibrary.org/obo/ZFS_0000012>		"ZFIN:ZDB-TERM-100331-2442 ZFIN:ZDB-STAGE-010723-27"
<http://purl.obolibrary.org/obo/ZFA_0005804>	"Efferent neuron where the cell body is located in the hindbrain reticular formation immediately adjacent to the medial longitudinal fascicle at the rostrocaudal level between the MiDl and the CaD and adjacent to the descending Mauthner axon.  RELL dendrites are large and extend bilaterally into the ventrolateral neuropil.  The ipsilateral dendrite reaches into a single area of the ventrolateral neuropil whereas the contralateral dendrite branches and extends into two different levels of the same rostrocaudal column of the ventrolateral neuropil. The axon emerges from the ventral part of the perikaryon courses a short distance rostrally to the level of the ROLE  cells and then turns laterally from the CNS accompanying the root of the posterior lateral line nerve."	
<http://purl.obolibrary.org/obo/ZFA_0000394>	"Portion of tissue which is the outermost layer of the corpus cerebelli and consists largely of axons and dendrites. Other cell types such as stellate and basket neurons are also found in the molecular layer."	"TAO:0000394"
<http://purl.obolibrary.org/obo/ZFA_0009382>		
<http://purl.obolibrary.org/obo/ZFA_0000776>	"The hypaxial region of somite 6 derived body wall muscle. The hypaxial region is ventral to the horizontal myoseptum."	"TAO:0000776"
<http://purl.obolibrary.org/obo/ZFA_0005561>	"Portion of organism substance that is a gelatinous extracellular matrix structure that fills the vitreous cavity of the eye."	"TAO:0002290"
<http://purl.obolibrary.org/obo/ZFA_0005827>	"Cardiac muscle  located in the trabecular layer of the ventricle that spans the central lumen near the ventricular apex.  The transverse muscle band superficially resembles the septomarginal trabecula found in reptilian and mammalian hearts in that it spans the ventricle."	
<http://purl.obolibrary.org/obo/ZFA_0000632>	"Anatomical system that has as its parts the organs concerned with reproduction."	"TAO:0000632"
<http://purl.obolibrary.org/obo/ZFA_0005666>	"Ventral spinal nerve sub-branch that runs near the rostral end of the myotome near the vertical myoseptum."	
<http://purl.obolibrary.org/obo/ZFA_0001055>	"The juncture where the pronephric ducts empty into the cloaca."	"TAO:0001055"
<http://purl.obolibrary.org/obo/ZFA_0000814>	"Neuromast that is part of the opercular lateral line. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0000814"
<http://purl.obolibrary.org/obo/ZFA_0000748>	"The epaxial region of somite 6 derived body wall muscle. The epaxial region is dorsal to the horizontal myoseptum."	"TAO:0000748"
<http://purl.obolibrary.org/obo/ZFA_0009118>	"A non-striated, elongated, spindle-shaped cell found lining the digestive tract, uterus, and blood vessels. They develop from specialized myoblasts (smooth muscle myoblast)."	"TAO:0009118 CL:0000192"
<http://purl.obolibrary.org/obo/ZFS_0000013>		"ZFIN:ZDB-TERM-100331-2443 ZFIN:ZDB-STAGE-010723-24"
<http://purl.obolibrary.org/obo/ZFA_0005250>	"Microvessel of the blood circulation system lined with vascular endothelial cells."	"TAO:0005250"
<http://purl.obolibrary.org/obo/ZFA_0007075>	"Is a multi-tissue structure forming the smallest chamber of the maxillary barbel blood sinus. It projects into the barbel shaft and has a blood filled lumen, into which extend irregular septa of vascular smooth muscle cells. Additional smooth muscle cells surround the lumen and attach the bulb to the barbel core. Circumferential to the core, there is a thin band of dermal tissue through with run several smaller capillaries and the barbel branch of the of the facial nerve (cranial nerve VII).  The entire structure is wrapped by a glandular, stratified epithelium."	
<http://purl.obolibrary.org/obo/ZFS_0007000>		
<http://purl.obolibrary.org/obo/ZFA_0005359>	"Fifth lepidotrichium of dorsal fin."	"TAO:0001758"
<http://purl.obolibrary.org/obo/ZFA_0005499>	"Fine ridges on surface of scale, often parallel to the circumference of scale."	"TAO:0002051"
<http://purl.obolibrary.org/obo/ZFA_0001210>	"Embryonic structure, part of the neural keel, that gives rise to rhombomere 6."	"TAO:0001210"
<http://purl.obolibrary.org/obo/ZFA_0005069>	"Portion of tissue containing  3 and 30 cells  in dorsal right quadrant of atrium that initiate heart beat."	"TAO:0005069"
<http://purl.obolibrary.org/obo/ZFA_0005054>	"Vessel that circles the inner rim of the optic capsule.  The inner optic circle drains ventrally into the optic vein and dorsally into the dorsal ciliary vein."	"TAO:0005054"
<http://purl.obolibrary.org/obo/ZFA_0005013>	"The branch of the afferent branchial artery that continues posterodorsally."	"TAO:0005013"
<http://purl.obolibrary.org/obo/ZFA_0005144>	"Nerve that is a branch of cranial nerve VIII and innervates the cristae ampullaris."	"TAO:0005144"
<http://purl.obolibrary.org/obo/ZFA_0005209>	"Is a CNS interneuron that is part of the hindbrain."	"TAO:0005209"
<http://purl.obolibrary.org/obo/ZFA_0001194>	"Neural crest that is part of the head."	"TAO:0001194"
<http://purl.obolibrary.org/obo/ZFA_0000217>	"The auditory (hearing) and vestibular (balance) organ of the fish, equivalent to the inner ear of amniotes. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/ear/ear.html'>ear</a> by T. Whitfield.)"	"TAO:0000217"
<http://purl.obolibrary.org/obo/ZFA_0005773>	"An endothelial progenitor cell that participates in angiogenesis during development."	"CL:0002546"
<http://purl.obolibrary.org/obo/ZFA_0001203>	"Multi-tissue structure that attach the zonules, that suspend the lens, to the eye.  The ciliary zone secretes aqueous humor.  Unlike mammals zebrafish the ciliary zone dose not contain processes or a circumferential band of muscle."	"TAO:0001203"
<http://purl.obolibrary.org/obo/ZFS_0000010>		"ZFIN:ZDB-TERM-100331-2440 ZFIN:ZDB-STAGE-010723-14"
<http://purl.obolibrary.org/obo/ZFA_0001026>	"Neuromast that is part of the supraorbital lateral line. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0001026"
<http://purl.obolibrary.org/obo/ZFA_0001241>	"Ceratobranchial bone that is bilaterally paired and articulates laterally with epibranchial 3 cartilage or bone and medially with the cartilage between the basibranchials. Gill rakers are present on the anterior and posterior margins."	"TAO:0001241"
<http://purl.obolibrary.org/obo/ZFA_0000688>	"Supporting cell that is part of the olfactory epithelium. Their cell bodies are more or less cylindrical, often with a pronounced basal part resting on the basal lamina. Their apical surface is covered with microvillous-like protrusions. Nuclei of olfactory support cell lie below the nuclear layer of olfactory sensory neurons,  a feature that is reverse that of other vertebrates.  The nuclei are less electron dense then those of the olfactory sensory neurons."	"TAO:0000688"
<http://purl.obolibrary.org/obo/ZFA_0001095>	"Is an otic sensory epithelium that will develop into the mature macula."	"TAO:0001095"
<http://purl.obolibrary.org/obo/ZFA_0009368>	"A skeletal muscle myoblast that differentiates into slow muscle fibers."	"CL:0000857 TAO:0009368"
<http://purl.obolibrary.org/obo/ZFS_0000011>		"ZFIN:ZDB-TERM-100331-2441 ZFIN:ZDB-STAGE-010723-22"
<http://purl.obolibrary.org/obo/ZFA_0000171>		
<http://purl.obolibrary.org/obo/ZFA_0000979>	"The hypaxial region of somite 24 derived body wall muscle. The hypaxial region is ventral to the horizontal myoseptum."	"TAO:0000979"
<http://purl.obolibrary.org/obo/ZFA_0001439>	"Anatomical group that has as its parts distinct anatomical structures interconnected by anatomical structures at a lower level of granularity."	"CARO:0000011 TAO:0001439"
<http://purl.obolibrary.org/obo/ZFA_0005856>	"Ceratobranchial 5 tooth which is the anteriormost tooth in the ventral tooth row. This tooth develops from the dental epithelium  at the position of  primary tooth 1V."	
<http://purl.obolibrary.org/obo/ZFA_0000702>		"TAO:0000702"
<http://purl.obolibrary.org/obo/ZFA_0005687>	"Glomerulus located in the dorsolateral zone of the olfactory bulb.  Ventral to dlG1 and located along the caudal edge of the olfactory bulb."	
